C note;Notes;Scale;Degrees;MIDI notes
Cm;[ 0, 3, 7 ];saba;[ 0, 1, 2.1 ];[ c 0, c#0, d 0 ]
Cm;[ 0, 3, 7 ];scriabin;[ 0, 1.2, 3 ];[ c 0, c#0, d#0 ]
Cm;[ 0, 3, 7 ];shang;[ 0, 1.1, 3 ];[ c 0, c#0, d#0 ]
Cm;[ 0, 3, 7 ];shawqAfza;[ 0, 0.3, 1.3 ];[ c 0, c 0, c#0 ]
Cm;[ 0, 3, 7 ];sikah;[ 0, 1, 2 ];[ c 0, c#0, d 0 ]
Cm;[ 0, 3, 7 ];sikahDesc;[ 0, 1, 2 ];[ c 0, c#0, d 0 ]
Cm;[ 0, 3, 7 ];spanish;[ 0, 1.2, 4 ];[ c 0, c#0, e 0 ]
Cm;[ 0, 3, 7 ];superLocrian;[ 0, 2, 4.1 ];[ c 0, d 0, e 0 ]
Cm;[ 0, 3, 7 ];suznak;[ 0, 0.3, 2 ];[ c 0, c 0, d 0 ]
Cm;[ 0, 3, 7 ];todi;[ 0, 2, 4 ];[ c 0, d 0, e 0 ]
Cm;[ 0, 3, 7 ];ushaqMashri;[ 0, 0.3, 2.1 ];[ c 0, c 0, d 0 ]
Cm;[ 0, 3, 7 ];whole;[ 0, 1.1, 3.1 ];[ c 0, c#0, d#0 ]
Cm;[ 0, 3, 7 ];yakah;[ 0, 0.3, 2 ];[ c 0, c 0, d 0 ]
Cm;[ 0, 3, 7 ];yakahDesc;[ 0, 0.3, 2 ];[ c 0, c 0, d 0 ]
Cm;[ 0, 3, 7 ];yu;[ 0, 1, 3 ];[ c 0, c#0, d#0 ]
Cm;[ 0, 3, 7 ];zamzam;[ 0, 1.1, 2.1 ];[ c 0, c#0, d 0 ]
Cm;[ 0, 3, 7 ];zanjaran;[ 0, 1.1, 1.5 ];[ c 0, c#0, d 0 ]
Cm;[ 0, 3, 7 ];zhi;[ 0, 1.1, 3 ];[ c 0, c#0, d#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];aeolian;[ 0, 2, 4, 6, 8, 10 ];[ c 0, d 0, e 0, f#0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];ahirbhairav;[ 0, 1.2, 4, 6, 8.1, 10 ];[ c 0, c#0, e 0, f#0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];ajam;[ 0, 0.3, 1.3, 3, 7.2, 8.1 ];[ c 0, c 0, c#0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];atharKurd;[ 0, 1.1, 2.1, 2.4, 8, 8.3 ];[ c 0, c#0, d 0, d 0, g#0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];augmented;[ 0, 1, 3, 4.2, 6.2, 8.1 ];[ c 0, c#0, d#0, e 0, f#0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];augmented2;[ 0, 1.2, 3.2, 5.1, 7.1, 9 ];[ c 0, c#0, d#0, f 0, g 0, a 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];bartok;[ 0, 1.1, 4, 6, 8, 10 ];[ c 0, c#0, e 0, f#0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];bastanikar;[ 0, 1, 2, 3, 7.2, 8.2 ];[ c 0, c#0, d 0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];bayati;[ 0, 1, 2.1, 3, 7.2, 8.2 ];[ c 0, c#0, d 0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];bhairav;[ 0, 1.2, 4, 5.2, 8.1, 10 ];[ c 0, c#0, e 0, f 0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];chinese;[ 0, 0.3, 3, 3.3, 5.2, 6.1 ];[ c 0, c 0, d#0, d#0, f 0, f#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];chromatic;[ 0, 3, 7, 10, 14, 17 ];[ c 0, d#0, g 0, a#0, d 1, f 1 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];chromatic24;[ 0, 3, 7, 10, 26, 29 ];[ c 0, d#0, g 0, a#0, d 2, f 2 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];diminished;[ 0, 2, 5, 7, 9.1, 11.1 ];[ c 0, d 0, f 0, g 0, a 0, b 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];diminished2;[ 0, 2, 4.1, 6.1, 9, 11 ];[ c 0, d 0, e 0, f#0, a 0, b 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];dorian;[ 0, 2, 4, 6, 8, 10 ];[ c 0, d 0, e 0, f#0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];egyptian;[ 0, 1.1, 3, 4, 6, 7 ];[ c 0, c#0, d#0, e 0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];enigmatic;[ 0, 1.2, 3.1, 5, 8.1, 9.1 ];[ c 0, c#0, d#0, f 0, g#0, a 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];farahfaza;[ 0, 0.3, 2.1, 3, 7.2, 8.1 ];[ c 0, c 0, d 0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];gong;[ 0, 1.1, 3, 4.1, 6, 7.1 ];[ c 0, c#0, d#0, e 0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];harmonicMajor;[ 0, 1.1, 4, 5.2, 8, 10 ];[ c 0, c#0, e 0, f 0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];harmonicMinor;[ 0, 2, 4, 5.2, 8, 10 ];[ c 0, d 0, e 0, f 0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];hexAeolian;[ 0, 1, 3, 5, 6.2, 8 ];[ c 0, c#0, d#0, f 0, f#0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];hexDorian;[ 0, 2, 4, 5, 7, 9 ];[ c 0, d 0, e 0, f 0, g 0, a 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];hexMajor6;[ 0, 1.1, 4, 5.1, 7, 9 ];[ c 0, c#0, e 0, f 0, g 0, a 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];hexMajor7;[ 0, 1.1, 3, 4.1, 7, 8.1 ];[ c 0, c#0, d#0, e 0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];hexPhrygian;[ 0, 2, 3.2, 5, 7.1, 9 ];[ c 0, d 0, d#0, f 0, g 0, a 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];hexSus;[ 0, 1.1, 3, 5, 7, 8 ];[ c 0, c#0, d#0, f 0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];hijaz;[ 0, 1.1, 1.5, 3, 8, 8.3 ];[ c 0, c#0, d 0, d#0, g#0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];hijazDesc;[ 0, 1.1, 1.5, 3, 8, 8.3 ];[ c 0, c#0, d 0, d#0, g#0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];hindu;[ 0, 1.1, 4, 6, 8, 10 ];[ c 0, c#0, e 0, f#0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];hirajoshi;[ 0, 2, 3, 4.2, 6, 7.2 ];[ c 0, d 0, d#0, e 0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];hungarianMinor;[ 0, 2, 4, 5.2, 8, 9.2 ];[ c 0, d 0, e 0, f 0, g#0, a 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];husseini;[ 0, 1, 2.1, 3, 7.2, 8.2 ];[ c 0, c#0, d 0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];huzam;[ 0, 1, 2, 3.1, 7.2, 8.2 ];[ c 0, c#0, d 0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];indian;[ 0, 0.3, 3, 4, 5.2, 7 ];[ c 0, c 0, d#0, e 0, f 0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];ionian;[ 0, 1.1, 4, 5.1, 8, 10 ];[ c 0, c#0, e 0, f 0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];iraq;[ 0, 1, 2, 3, 7.2, 8.2 ];[ c 0, c#0, d 0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];iwato;[ 0, 1.2, 3.1, 4, 6.1, 7 ];[ c 0, c#0, d#0, e 0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];jiao;[ 0, 1, 2.2, 4, 5.2, 7 ];[ c 0, c#0, d 0, e 0, f 0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];jiharkah;[ 0, 0.3, 1.3, 3, 7.2, 8.1 ];[ c 0, c 0, c#0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];karjighar;[ 0, 1, 2.1, 3, 7.2, 8.2 ];[ c 0, c#0, d 0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];kijazKarKurd;[ 0, 1.1, 1.5, 3, 8, 8.3 ];[ c 0, c#0, d 0, d#0, g#0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];kumoi;[ 0, 2, 3, 4.1, 6, 7.2 ];[ c 0, d 0, d#0, e 0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];kurd;[ 0, 1.1, 2.1, 3, 8, 8.3 ];[ c 0, c#0, d 0, d#0, g#0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];leadingWhole;[ 0, 1.1, 3.1, 5, 8, 9.1 ];[ c 0, c#0, d#0, f 0, g#0, a 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];locrian;[ 0, 2, 4.1, 6, 8.1, 10 ];[ c 0, d 0, e 0, f#0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];locrianMajor;[ 0, 1.1, 4.1, 6, 8, 10 ];[ c 0, c#0, e 0, f#0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];lydian;[ 0, 1.1, 4, 5.1, 8, 9.1 ];[ c 0, c#0, e 0, f 0, g#0, a 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];lydianMinor;[ 0, 1.1, 4, 6, 8, 9.1 ];[ c 0, c#0, e 0, f#0, g#0, a 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];mahur;[ 0, 0.3, 2, 3, 7.2, 8.1 ];[ c 0, c 0, d 0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];major;[ 0, 1.1, 4, 5.1, 8, 10 ];[ c 0, c#0, e 0, f 0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];majorPentatonic;[ 0, 1.1, 3, 4.1, 6, 7.1 ];[ c 0, c#0, d#0, e 0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];marva;[ 0, 1.2, 4, 5.1, 8.1, 9.1 ];[ c 0, c#0, e 0, f 0, g#0, a 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];melodicMajor;[ 0, 1.1, 4, 6, 8, 10 ];[ c 0, c#0, e 0, f#0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];melodicMinor;[ 0, 2, 4, 5.1, 8, 10 ];[ c 0, d 0, e 0, f 0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];melodicMinorDesc;[ 0, 2, 4, 6, 8, 10 ];[ c 0, d 0, e 0, f#0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];minor;[ 0, 2, 4, 6, 8, 10 ];[ c 0, d 0, e 0, f#0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];minorPentatonic;[ 0, 1, 3, 4, 5.2, 7 ];[ c 0, c#0, d#0, e 0, f 0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];mixolydian;[ 0, 1.1, 4, 6, 8, 10 ];[ c 0, c#0, e 0, f#0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];murassah;[ 0, 0.3, 2.1, 3, 7.2, 8.1 ];[ c 0, c 0, d 0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];mustar;[ 0, 0.3, 2, 2.3, 7.2, 8 ];[ c 0, c 0, d 0, d 0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];nahawand;[ 0, 0.3, 2.1, 3, 7.2, 8.1 ];[ c 0, c 0, d 0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];nahawandDesc;[ 0, 0.3, 2.1, 3, 7.2, 8.1 ];[ c 0, c 0, d 0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];nairuz;[ 0, 0.3, 2, 3, 7.2, 8.1 ];[ c 0, c 0, d 0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];nawaAthar;[ 0, 0.3, 2.1, 2.4, 7.2, 8.1 ];[ c 0, c 0, d 0, d 0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];neapolitanMajor;[ 0, 2, 4, 5.1, 8.1, 10 ];[ c 0, d 0, e 0, f 0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];neapolitanMinor;[ 0, 2, 4, 5.2, 8.1, 10 ];[ c 0, d 0, e 0, f 0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];nikriz;[ 0, 0.3, 2.1, 2.4, 7.2, 8.1 ];[ c 0, c 0, d 0, d 0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];partch_o1;[ 0, 0.3, 0.7, 1.2, 6.2, 6.5 ];[ c 0, c 0, c#0, c#0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];partch_o2;[ 0, 0.3, 1, 1.3, 6.2, 6.5 ];[ c 0, c 0, c#0, c#0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];partch_o3;[ 0, 0.3, 1.1, 1.4, 6.2, 6.5 ];[ c 0, c 0, c#0, c#0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];partch_o4;[ 0, 0.3, 1.2, 1.5, 6.2, 7 ];[ c 0, c 0, c#0, d 0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];partch_o5;[ 0, 0.3, 0.7, 1, 6.2, 6.5 ];[ c 0, c 0, c#0, c#0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];partch_o6;[ 0, 0.3, 0.7, 1.1, 6.2, 6.5 ];[ c 0, c 0, c#0, c#0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];partch_u1;[ 0, 0.3, 0.7, 1.1, 6.2, 6.5 ];[ c 0, c 0, c#0, c#0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];partch_u2;[ 0, 0.3, 0.7, 1.2, 6.2, 6.5 ];[ c 0, c 0, c#0, c#0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];partch_u3;[ 0, 0.3, 1, 1.3, 6.2, 6.5 ];[ c 0, c 0, c#0, c#0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];partch_u4;[ 0, 0.3, 1.1, 1.4, 6.2, 6.5 ];[ c 0, c 0, c#0, c#0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];partch_u5;[ 0, 0.3, 1.2, 1.5, 6.2, 7 ];[ c 0, c 0, c#0, d 0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];partch_u6;[ 0, 0.3, 0.7, 1, 6.2, 6.5 ];[ c 0, c 0, c#0, c#0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];pelog;[ 0, 2, 3, 4.2, 6.1, 7.2 ];[ c 0, d 0, d#0, e 0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];phrygian;[ 0, 2, 4, 6, 8.1, 10 ];[ c 0, d 0, e 0, f#0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];prometheus;[ 0, 1.1, 3.1, 3.4, 6, 7.1 ];[ c 0, c#0, d#0, d#0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];purvi;[ 0, 1.2, 4, 5.2, 8.1, 9.1 ];[ c 0, c#0, e 0, f 0, g#0, a 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];rast;[ 0, 0.3, 2, 3, 7.2, 8.1 ];[ c 0, c 0, d 0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];rastDesc;[ 0, 0.3, 2, 3, 7.2, 8.1 ];[ c 0, c 0, d 0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];ritusen;[ 0, 1.1, 3, 4.1, 6, 7 ];[ c 0, c#0, d#0, e 0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];romanianMinor;[ 0, 2, 4, 6, 8, 9.2 ];[ c 0, d 0, e 0, f#0, g#0, a 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];saba;[ 0, 1, 2.1, 3.2, 7.2, 8.2 ];[ c 0, c#0, d 0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];scriabin;[ 0, 1.2, 3, 4.1, 6.1, 7.1 ];[ c 0, c#0, d#0, e 0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];shang;[ 0, 1.1, 3, 4, 6, 7 ];[ c 0, c#0, d#0, e 0, f#0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];shawqAfza;[ 0, 0.3, 1.3, 3, 7.2, 8.1 ];[ c 0, c 0, c#0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];sikah;[ 0, 1, 2, 2.3, 7.2, 8.2 ];[ c 0, c#0, d 0, d 0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];sikahDesc;[ 0, 1, 2, 2.3, 7.2, 8.2 ];[ c 0, c#0, d 0, d 0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];spanish;[ 0, 1.2, 4, 6, 8.1, 10 ];[ c 0, c#0, e 0, f#0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];superLocrian;[ 0, 2, 4.1, 6, 8.1, 10.1 ];[ c 0, d 0, e 0, f#0, g#0, a#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];suznak;[ 0, 0.3, 2, 3, 7.2, 8.1 ];[ c 0, c 0, d 0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];todi;[ 0, 2, 4, 5.2, 8.1, 9.2 ];[ c 0, d 0, e 0, f 0, g#0, a 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];ushaqMashri;[ 0, 0.3, 2.1, 3, 7.2, 8.1 ];[ c 0, c 0, d 0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];whole;[ 0, 1.1, 3.1, 5, 7, 8.1 ];[ c 0, c#0, d#0, f 0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];yakah;[ 0, 0.3, 2, 3, 7.2, 8.1 ];[ c 0, c 0, d 0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];yakahDesc;[ 0, 0.3, 2, 3, 7.2, 8.1 ];[ c 0, c 0, d 0, d#0, g 0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];yu;[ 0, 1, 3, 4, 5.2, 7 ];[ c 0, c#0, d#0, e 0, f 0, g 0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];zamzam;[ 0, 1.1, 2.1, 3.2, 8, 8.3 ];[ c 0, c#0, d 0, d#0, g#0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];zanjaran;[ 0, 1.1, 1.5, 3, 8, 8.3 ];[ c 0, c#0, d 0, d#0, g#0, g#0 ]
Cm11;[ 0, 3, 7, 10, 14, 17 ];zhi;[ 0, 1.1, 3, 4.1, 6, 7 ];[ c 0, c#0, d#0, e 0, f#0, g 0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];aeolian;[ 0, 2, 4, 6, 8, 10.1 ];[ c 0, d 0, e 0, f#0, g#0, a#0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];ahirbhairav;[ 0, 1.2, 4, 6, 8.1, 10.1 ];[ c 0, c#0, e 0, f#0, g#0, a#0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];ajam;[ 0, 0.3, 1.3, 3, 7.2, 8.2 ];[ c 0, c 0, c#0, d#0, g 0, g#0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];atharKurd;[ 0, 1.1, 2.1, 2.4, 8, 9 ];[ c 0, c#0, d 0, d 0, g#0, a 0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];augmented;[ 0, 1, 3, 4.2, 6.2, 8.2 ];[ c 0, c#0, d#0, e 0, f#0, g#0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];augmented2;[ 0, 1.2, 3.2, 5.1, 7.1, 9.1 ];[ c 0, c#0, d#0, f 0, g 0, a 0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];bartok;[ 0, 1.1, 4, 6, 8, 10.1 ];[ c 0, c#0, e 0, f#0, g#0, a#0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];bastanikar;[ 0, 1, 2, 3, 7.2, 8.3 ];[ c 0, c#0, d 0, d#0, g 0, g#0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];bayati;[ 0, 1, 2.1, 3, 7.2, 9 ];[ c 0, c#0, d 0, d#0, g 0, a 0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];bhairav;[ 0, 1.2, 4, 5.2, 8.1, 10.1 ];[ c 0, c#0, e 0, f 0, g#0, a#0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];chinese;[ 0, 0.3, 3, 3.3, 5.2, 7 ];[ c 0, c 0, d#0, d#0, f 0, g 0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];chromatic;[ 0, 3, 7, 10, 14, 18 ];[ c 0, d#0, g 0, a#0, d 1, f#1 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];chromatic24;[ 0, 3, 7, 10, 26, 30 ];[ c 0, d#0, g 0, a#0, d 2, f#2 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];diminished;[ 0, 2, 5, 7, 9.1, 12 ];[ c 0, d 0, f 0, g 0, a 0, c 1 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];diminished2;[ 0, 2, 4.1, 6.1, 9, 12 ];[ c 0, d 0, e 0, f#0, a 0, c 1 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];dorian;[ 0, 2, 4, 6, 8, 10.1 ];[ c 0, d 0, e 0, f#0, g#0, a#0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];egyptian;[ 0, 1.1, 3, 4, 6, 7.1 ];[ c 0, c#0, d#0, e 0, f#0, g 0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];enigmatic;[ 0, 1.2, 3.1, 5, 8.1, 10 ];[ c 0, c#0, d#0, f 0, g#0, a#0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];farahfaza;[ 0, 0.3, 2.1, 3, 7.2, 9 ];[ c 0, c 0, d 0, d#0, g 0, a 0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];gong;[ 0, 1.1, 3, 4.1, 6, 7.2 ];[ c 0, c#0, d#0, e 0, f#0, g 0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];harmonicMajor;[ 0, 1.1, 4, 5.2, 8, 10.1 ];[ c 0, c#0, e 0, f 0, g#0, a#0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];harmonicMinor;[ 0, 2, 4, 5.2, 8, 10.1 ];[ c 0, d 0, e 0, f 0, g#0, a#0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];hexAeolian;[ 0, 1, 3, 5, 6.2, 8.1 ];[ c 0, c#0, d#0, f 0, f#0, g#0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];hexDorian;[ 0, 2, 4, 5, 7, 9.1 ];[ c 0, d 0, e 0, f 0, g 0, a 0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];hexMajor6;[ 0, 1.1, 4, 5.1, 7, 9.1 ];[ c 0, c#0, e 0, f 0, g 0, a 0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];hexMajor7;[ 0, 1.1, 3, 4.1, 7, 8.2 ];[ c 0, c#0, d#0, e 0, g 0, g#0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];hexPhrygian;[ 0, 2, 3.2, 5, 7.1, 9.1 ];[ c 0, d 0, d#0, f 0, g 0, a 0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];hexSus;[ 0, 1.1, 3, 5, 7, 8.1 ];[ c 0, c#0, d#0, f 0, g 0, g#0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];hijaz;[ 0, 1.1, 1.5, 3, 8, 8.4 ];[ c 0, c#0, d 0, d#0, g#0, g#0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];hijazDesc;[ 0, 1.1, 1.5, 3, 8, 8.4 ];[ c 0, c#0, d 0, d#0, g#0, g#0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];hindu;[ 0, 1.1, 4, 6, 8, 10.1 ];[ c 0, c#0, e 0, f#0, g#0, a#0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];hirajoshi;[ 0, 2, 3, 4.2, 6, 7.3 ];[ c 0, d 0, d#0, e 0, f#0, g 0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];hungarianMinor;[ 0, 2, 4, 5.2, 8, 10 ];[ c 0, d 0, e 0, f 0, g#0, a#0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];husseini;[ 0, 1, 2.1, 3, 7.2, 9 ];[ c 0, c#0, d 0, d#0, g 0, a 0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];huzam;[ 0, 1, 2, 3.1, 7.2, 8.3 ];[ c 0, c#0, d 0, d#0, g 0, g#0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];indian;[ 0, 0.3, 3, 4, 5.2, 7.1 ];[ c 0, c 0, d#0, e 0, f 0, g 0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];ionian;[ 0, 1.1, 4, 5.1, 8, 10.1 ];[ c 0, c#0, e 0, f 0, g#0, a#0 ]
Cm11sharp;[ 0, 3, 7, 10, 14, 18 ];iraq;[ 0, 1, 2, 3, 7.2, 8.3 ];[ c 0, c#0, d 0, d#0, g 0, g#0 ]
